,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_ID,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_ID,Region_Name
5061,3359577,No,14,30,E2,22.22,22.22,0.0,No,Yes,Female,Direct,6,L002,600020,34.0,6,D21,Tripura,2013-08-11,Joined,ETS,Chennai,R2,South
5062,3524766,No,33,30,E2,38.1,37.14,-0.9600000000000009,Yes,No,Male,Direct,6,L002,600020,34.0,6,D21,Tripura,2013-04-28,Joined,ETS,Chennai,R2,South
5063,2221576,Yes,48,60,E1,12.24,8.16,-4.08,No,Yes,Male,Employee Referral,6,L002,600020,30.0,6,D24,West Bengal,2013-05-08,Joined,ETS,Chennai,R2,South
5064,2286937,Yes,73,30,E1,146.64,146.64,0.0,No,No,Male,Direct,3,L002,600020,26.0,6,D24,West Bengal,2013-07-15,Joined,ETS,Chennai,R2,South
5065,2348599,Yes,41,90,E2,29.94,29.94,0.0,No,No,Male,Direct,7,L002,600020,33.0,6,D24,West Bengal,2013-07-27,Joined,ETS,Chennai,R2,South
5066,2372432,No,7,45,E1,76.17,59.59,-16.58,No,No,Male,Direct,3,L002,600020,26.0,6,D24,West Bengal,2013-09-15,Not Joined,ETS,Chennai,R2,South
5067,2395407,Yes,46,30,E1,30.95,30.95,0.0,No,No,Male,Employee Referral,3,L002,600020,27.0,6,D24,West Bengal,2013-11-24,Joined,ETS,Chennai,R2,South
5068,2452233,Yes,33,30,E1,38.17,34.72,-3.450000000000003,No,No,Female,Direct,6,L002,600020,31.0,6,D24,West Bengal,2014-01-19,Joined,ETS,Chennai,R2,South
5069,2460780,No,8,60,E1,67.96,55.04,-12.919999999999996,No,No,Male,Direct,3,L002,600020,25.0,6,D24,West Bengal,2014-02-04,Joined,ETS,Chennai,R2,South
5070,2587188,No,0,30,E1,30.0,30.0,0.0,No,No,Female,Employee Referral,4,L002,600020,29.0,6,D24,West Bengal,2014-05-12,Joined,ETS,Chennai,R2,South
5071,2587207,Yes,54,60,E2,65.39,65.39,0.0,No,No,Male,Employee Referral,6,L002,600020,29.0,6,D24,West Bengal,2014-05-15,Joined,ETS,Chennai,R2,South
5072,3046529,No,6,30,E1,30.0,17.71,-12.29,No,Yes,Male,Direct,4,L002,600020,29.0,6,D24,West Bengal,2013-07-25,Joined,ETS,Chennai,R2,South
5073,3214846,No,111,60,E1,74.6,74.6,0.0,No,Yes,Male,Direct,3,L002,600020,25.0,6,D24,West Bengal,2013-09-30,Joined,ETS,Chennai,R2,South
5074,3318419,No,21,90,E1,33.33,33.33,0.0,No,No,Male,Agency,4,L002,600020,28.0,6,D24,West Bengal,2014-01-08,Not Joined,ETS,Chennai,R2,South
5075,3382728,Yes,27,45,E1,27.27,9.09,-18.18,No,Yes,Male,Direct,3,L002,600020,34.0,6,D24,West Bengal,2014-05-19,Joined,ETS,Chennai,R2,South
5076,3612858,Yes,5,0,E1,19.57,19.57,0.0,No,No,Male,Direct,5,L002,600020,34.0,6,D24,West Bengal,2013-04-13,Joined,ETS,Chennai,R2,South
5077,2355539,Yes,5,30,E2,8.33,0.0,-8.33,No,No,Male,Direct,6,L002,600020,29.0,6,D23,Uttarkhand,2013-08-20,Joined,ETS,Chennai,R2,South
5078,2410458,No,56,60,E1,59.09,44.32,-14.770000000000003,No,No,Female,Direct,3,L002,600020,27.0,6,D23,Uttarkhand,2013-09-21,Joined,ETS,Chennai,R2,South
5079,2464238,Yes,5,30,E1,24.03,24.03,0.0,No,No,Female,Direct,6,L002,600020,40.0,6,D23,Uttarkhand,2014-02-17,Joined,ETS,Chennai,R2,South
5080,2545321,No,1,30,E1,114.29,114.29,0.0,Yes,No,Male,Employee Referral,4,L002,600020,28.0,6,D23,Uttarkhand,2013-01-20,Not Joined,ETS,Chennai,R2,South
5081,3300015,Yes,9,30,E1,30.0,30.0,0.0,No,Yes,Female,Agency,4,L002,600020,26.0,6,D23,Uttarkhand,2014-01-31,Joined,ETS,Chennai,R2,South
5082,2368400,No,0,30,E1,6.25,6.25,0.0,No,No,Male,Direct,0,L002,600020,32.0,6,D5,Delhi,2013-01-05,Joined,ETS,Chennai,R2,South
5083,2285455,No,1,60,E1,70.21,70.21,0.0,No,No,Male,Employee Referral,3,L002,600020,27.0,6,D5,Delhi,2013-06-29,Not Joined,ETS,Chennai,R2,South
5084,2460800,No,1,60,E1,30.0,20.0,-10.0,No,No,Male,Direct,3,L002,600020,27.0,6,D5,Delhi,2014-02-05,Joined,ETS,Chennai,R2,South
5085,3215060,Yes,38,30,E2,30.77,38.46,7.690000000000001,No,No,Male,Agency,7,L002,600020,34.0,6,D5,Delhi,2013-10-02,Joined,ETS,Chennai,R2,South
5086,3238759,Yes,62,90,E1,75.0,62.5,-12.5,No,Yes,Female,Direct,4,L002,600020,27.0,6,D5,Delhi,2013-09-18,Joined,ETS,Chennai,R2,South
5087,3417825,No,24,30,E1,29.31,21.21,-8.099999999999998,Yes,No,Male,Direct,4,L002,600020,34.0,6,D5,Delhi,2014-06-12,Joined,ETS,Chennai,R2,South
5088,3506643,Yes,12,30,E1,30.0,42.86,12.86,No,Yes,Female,Direct,3,L002,600020,34.0,6,D5,Delhi,2013-04-04,Joined,ETS,Chennai,R2,South
5089,3577320,Yes,40,45,E1,33.33,48.89,15.560000000000002,No,No,Male,Employee Referral,3,L002,600020,34.0,6,D5,Delhi,2013-06-01,Not Joined,ETS,Chennai,R2,South
5090,2297270,Yes,1,30,E1,8.11,8.11,0.0,No,No,Male,Direct,4,L002,600020,27.0,6,D13,Madhya Pradesh,2013-07-26,Joined,ETS,Chennai,R2,South
5091,2410445,No,0,30,E1,14.29,11.43,-2.8599999999999994,No,No,Male,Direct,5,L002,600020,28.0,6,D13,Madhya Pradesh,2013-09-21,Not Joined,ETS,Chennai,R2,South
5092,2452400,Yes,65,30,E2,26.44,26.44,0.0,No,Yes,Male,Direct,9,L002,600020,39.0,6,D13,Madhya Pradesh,2014-01-20,Joined,ETS,Chennai,R2,South
5093,2537996,Yes,87,60,E1,66.67,58.33,-8.340000000000003,No,Yes,Male,Direct,7,L002,600020,33.0,6,D13,Madhya Pradesh,2013-05-23,Joined,ETS,Chennai,R2,South
5094,2594122,Yes,0,30,E1,8.33,8.33,0.0,No,No,Male,Direct,3,L002,600020,27.0,6,D13,Madhya Pradesh,2014-04-25,Joined,ETS,Chennai,R2,South
5095,3215066,Yes,5,30,E2,37.5,37.5,0.0,No,No,Male,Agency,7,L002,600020,34.0,6,D13,Madhya Pradesh,2013-10-02,Not Joined,ETS,Chennai,R2,South
5096,3238740,No,19,30,E2,29.21,22.47,-6.740000000000002,No,No,Male,Direct,7,L002,600020,32.0,6,D13,Madhya Pradesh,2013-09-17,Not Joined,ETS,Chennai,R2,South
5097,3287908,Yes,63,30,E1,66.67,33.33,-33.34,No,Yes,Female,Direct,2,L002,600020,26.0,6,D13,Madhya Pradesh,2014-01-12,Joined,ETS,Chennai,R2,South
5098,3487623,Yes,25,30,E1,28.57,14.29,-14.28,No,No,Male,Direct,3,L002,600020,34.0,6,D13,Madhya Pradesh,2013-03-16,Joined,ETS,Chennai,R2,South
5099,3664279,No,5,30,E1,52.0,100.0,48.0,No,No,Male,Direct,2,L002,600020,34.0,6,D13,Madhya Pradesh,2013-06-16,Not Joined,ETS,Chennai,R2,South
5100,2245778,Yes,73,60,E1,40.0,46.0,6.0,No,No,Male,Direct,5,L002,600020,32.0,6,D4,Chhattisgarh,2013-04-01,Joined,ETS,Chennai,R2,South
5101,2328350,Yes,92,90,E2,18.75,18.75,0.0,No,No,Female,Employee Referral,7,L002,600020,32.0,6,D4,Chhattisgarh,2013-09-07,Joined,ETS,Chennai,R2,South
5102,2464360,Yes,20,30,E1,10.0,13.33,3.33,No,No,Male,Direct,3,L002,600020,26.0,6,D4,Chhattisgarh,2014-02-20,Joined,ETS,Chennai,R2,South
5103,2556215,Yes,14,45,E1,19.72,9.86,-9.86,No,No,Male,Direct,5,L002,600020,29.0,6,D4,Chhattisgarh,2013-04-12,Joined,ETS,Chennai,R2,South
5104,3233725,No,10,30,E1,37.5,37.5,0.0,No,No,Male,Agency,6,L002,600020,29.0,6,D4,Chhattisgarh,2013-12-11,Not Joined,ETS,Chennai,R2,South
5105,2399682,Yes,2,30,E1,30.68,30.68,0.0,No,No,Male,Direct,3,L002,600020,29.0,6,D7,Gujarat,2013-12-06,Joined,ETS,Chennai,R2,South
5106,2420317,Yes,19,60,E1,30.0,30.0,0.0,No,No,Female,Agency,3,L002,600020,26.0,6,D7,Gujarat,2013-11-04,Joined,ETS,Chennai,R2,South
5107,3318429,No,3,60,E1,55.37,55.37,0.0,No,No,Male,Agency,2,L002,600020,24.0,6,D7,Gujarat,2014-01-08,Not Joined,ETS,Chennai,R2,South
5108,3334196,Yes,69,60,E1,52.17,36.96,-15.21,No,No,Male,Direct,3,L002,600020,34.0,6,D7,Gujarat,2014-02-17,Joined,ETS,Chennai,R2,South
5109,2368744,No,0,30,E1,50.68,50.68,0.0,No,No,Male,Direct,4,L002,600020,28.0,6,D19,Tamil Nadu,2013-12-09,Joined,ETS,Chennai,R2,South
5110,2420386,Yes,103,60,E1,71.05,71.05,0.0,No,No,Female,Agency,3,L002,600020,25.0,6,D19,Tamil Nadu,2013-11-08,Joined,ETS,Chennai,R2,South
5111,3234222,Yes,68,90,E1,54.0,54.0,0.0,No,Yes,Male,Agency,5,L002,600020,28.0,6,D19,Tamil Nadu,2013-12-13,Joined,ETS,Chennai,R2,South
5112,3257507,Yes,55,30,E2,66.67,50.0,-16.67,Yes,No,Male,Direct,5,L002,600020,32.0,6,D19,Tamil Nadu,2013-09-14,Joined,ETS,Chennai,R2,South
5113,3287731,No,2,30,E2,66.67,66.67,0.0,No,No,Female,Direct,6,L002,600020,27.0,6,D19,Tamil Nadu,2014-01-11,Joined,ETS,Chennai,R2,South
5114,3288550,Yes,28,60,E1,62.5,62.5,0.0,No,Yes,Female,Direct,3,L002,600020,25.0,6,D19,Tamil Nadu,2014-01-13,Joined,ETS,Chennai,R2,South
5115,3294268,No,4,60,E1,62.16,62.16,0.0,No,No,Male,Agency,3,L002,600020,27.0,6,D19,Tamil Nadu,2014-01-24,Not Joined,ETS,Chennai,R2,South
5116,3334003,Yes,43,30,E1,50.0,47.5,-2.5,No,No,Male,Direct,3,L002,600020,34.0,6,D19,Tamil Nadu,2014-02-15,Joined,ETS,Chennai,R2,South
5117,3351561,Yes,24,45,E1,50.6,50.6,0.0,No,No,Male,Agency,4,L002,600020,34.0,6,D19,Tamil Nadu,2013-01-28,Not Joined,ETS,Chennai,R2,South
5118,2172167,No,55,75,E2,11.11,11.11,0.0,No,No,Male,Employee Referral,7,L002,600020,33.0,6,D11,Karnataka,2013-01-12,Joined,ETS,Chennai,R2,South
5119,2301665,Yes,13,30,E1,33.33,33.33,0.0,No,No,Male,Direct,2,L002,600020,28.0,6,D11,Karnataka,2013-07-31,Joined,ETS,Chennai,R2,South
5120,2594271,Yes,34,30,E2,15.38,15.38,0.0,No,No,Male,Direct,7,L002,600020,31.0,6,D11,Karnataka,2014-04-29,Joined,ETS,Chennai,R2,South
5121,2635127,Yes,41,60,E1,33.93,30.36,-3.5700000000000003,No,No,Male,Direct,5,L002,600020,33.0,6,D11,Karnataka,2013-01-21,Joined,ETS,Chennai,R2,South
5122,3095673,No,52,60,E2,66.67,66.67,0.0,No,Yes,Male,Employee Referral,6,L002,600020,29.0,6,D11,Karnataka,2013-08-11,Joined,ETS,Chennai,R2,South
5123,3234112,No,7,60,E1,114.29,114.29,0.0,No,No,Male,Agency,4,L002,600020,27.0,6,D11,Karnataka,2013-12-13,Not Joined,ETS,Chennai,R2,South
5124,3385113,No,44,45,E1,35.59,35.59,0.0,No,No,Male,Direct,3,L002,600020,34.0,6,D11,Karnataka,2014-06-12,Not Joined,ETS,Chennai,R2,South
5125,3611450,Yes,9,60,E2,23.81,14.29,-9.52,Yes,No,Male,Employee Referral,8,L002,600020,34.0,6,D11,Karnataka,2013-04-08,Joined,ETS,Chennai,R2,South
5126,2236739,Yes,85,90,E1,32.08,22.64,-9.439999999999998,No,No,Male,Direct,3,L002,600020,27.0,6,D16,Odisha,2013-03-26,Joined,ETS,Chennai,R2,South
5127,2328276,No,3,30,E3,34.45,34.45,0.0,No,No,Male,Direct,9,L002,600020,36.0,6,D16,Odisha,2013-09-05,Joined,ETS,Chennai,R2,South
5128,2364588,Yes,2,30,E1,71.88,71.88,0.0,No,No,Male,Direct,3,L002,600020,28.0,6,D16,Odisha,2013-10-27,Joined,ETS,Chennai,R2,South
5129,2419938,Yes,51,60,E1,69.49,69.49,0.0,No,No,Male,Agency,3,L002,600020,25.0,6,D16,Odisha,2013-10-25,Joined,ETS,Chennai,R2,South
5130,2460130,Yes,3,30,E1,54.76,54.76,0.0,No,No,Male,Direct,4,L002,600020,29.0,6,D16,Odisha,2014-01-27,Joined,ETS,Chennai,R2,South
5131,3342216,No,7,30,E1,0.0,0.0,0.0,No,No,Female,Direct,7,L002,600020,34.0,6,D16,Odisha,2013-05-14,Not Joined,ETS,Chennai,R2,South
5132,3360253,Yes,2,0,E1,2.19,2.19,0.0,No,Yes,Male,Agency,6,L002,600020,34.0,6,D16,Odisha,2013-09-12,Joined,ETS,Chennai,R2,South
5133,3380265,No,16,60,E1,61.76,70.59,8.830000000000005,No,No,Male,Direct,3,L002,600020,34.0,6,D16,Odisha,2013-01-12,Not Joined,ETS,Chennai,R2,South
5134,2286189,Yes,7,30,E1,0.0,0.0,0.0,No,No,Female,Employee Referral,5,L002,600020,32.0,6,D18,Rajasthan,2013-07-07,Joined,ETS,Chennai,R2,South
5135,2341226,No,1,30,E1,18.18,18.18,0.0,No,No,Male,Direct,4,L002,600020,31.0,6,D18,Rajasthan,2013-06-23,Joined,ETS,Chennai,R2,South
5136,2419903,No,28,30,E1,42.86,65.71,22.849999999999994,No,No,Male,Direct,4,L002,600020,26.0,6,D18,Rajasthan,2013-10-24,Joined,ETS,Chennai,R2,South
5137,2460821,No,1,30,E1,71.43,30.95,-40.48,No,No,Male,Direct,3,L002,600020,28.0,6,D18,Rajasthan,2014-02-06,Joined,ETS,Chennai,R2,South
5138,2840927,Yes,5,60,E3,25.0,25.0,0.0,No,No,Male,Agency,14,L002,600020,38.0,6,D18,Rajasthan,2013-04-28,Joined,ETS,Chennai,R2,South
5139,3351481,Yes,41,30,E1,129.17,129.17,0.0,No,Yes,Male,Agency,3,L002,600020,34.0,6,D18,Rajasthan,2013-01-22,Joined,ETS,Chennai,R2,South
5140,3517103,No,8,30,E1,114.29,114.29,0.0,No,No,Male,Direct,4,L002,600020,34.0,6,D18,Rajasthan,2013-04-21,Joined,ETS,Chennai,R2,South
5141,2227004,Yes,25,75,E2,71.43,71.43,0.0,No,No,Male,Direct,5,L002,600020,27.0,6,D15,Manipur,2013-06-01,Joined,ETS,Chennai,R2,South
5142,2355527,Yes,1,30,E2,77.78,88.89,11.11,No,No,Male,Direct,5,L002,600020,27.0,6,D15,Manipur,2013-08-19,Joined,ETS,Chennai,R2,South
5143,2407274,No,6,30,E1,50.0,33.33,-16.67,No,No,Male,Direct,5,L002,600020,29.0,6,D15,Manipur,2013-09-13,Joined,ETS,Chennai,R2,South
5144,3310638,No,12,60,E1,52.5,52.5,0.0,No,No,Male,Agency,2,L002,600020,29.0,6,D15,Manipur,2013-12-30,Joined,ETS,Chennai,R2,South
5145,3310851,Yes,3,60,E2,15.33,15.33,0.0,No,No,Female,Agency,5,L002,600020,29.0,6,D15,Manipur,2013-12-30,Joined,ETS,Chennai,R2,South
5146,3321094,No,2,60,E1,27.66,27.66,0.0,No,No,Male,Agency,3,L002,600020,28.0,6,D15,Manipur,2014-01-11,Not Joined,ETS,Chennai,R2,South
5147,3359704,Yes,2,90,E1,30.95,30.95,0.0,No,Yes,Male,Agency,3,L002,600020,34.0,6,D15,Manipur,2013-08-21,Joined,ETS,Chennai,R2,South
5148,3423510,Yes,41,60,E1,71.43,78.57,7.139999999999986,No,No,Male,Agency,3,L002,600020,34.0,6,D15,Manipur,2014-07-24,Joined,ETS,Chennai,R2,South
5149,3424707,No,21,30,E1,100.0,108.33,8.329999999999998,No,No,Male,Agency,3,L002,600020,34.0,6,D15,Manipur,2013-01-07,Joined,ETS,Chennai,R2,South
5150,2129601,Yes,1,30,E1,25.0,25.0,0.0,No,No,Male,Direct,4,L002,600020,28.0,6,D14,Maharashtra,2014-05-26,Joined,ETS,Chennai,R2,South
5151,3110285,Yes,30,30,E2,56.45,69.49,13.039999999999992,No,Yes,Male,Direct,8,L002,600020,30.0,6,D14,Maharashtra,2013-08-15,Joined,ETS,Chennai,R2,South
5152,3228619,Yes,109,90,E1,25.0,13.89,-11.11,No,Yes,Male,Employee Referral,5,L002,600020,29.0,6,D14,Maharashtra,2013-11-23,Joined,ETS,Chennai,R2,South
5153,3333468,Yes,84,60,E1,61.76,61.76,0.0,No,Yes,Male,Agency,3,L002,600020,34.0,6,D14,Maharashtra,2014-02-06,Joined,ETS,Chennai,R2,South
5154,3501790,No,20,30,E1,30.0,25.0,-5.0,No,Yes,Male,Direct,4,L002,600020,34.0,6,D14,Maharashtra,2013-03-30,Joined,ETS,Chennai,R2,South
5155,2355503,No,30,60,E2,31.58,31.58,0.0,No,No,Male,Direct,6,L002,600020,34.0,6,D20,Telangana,2013-08-18,Joined,ETS,Chennai,R2,South
5156,2364171,No,4,30,E1,59.57,59.57,0.0,No,No,Female,Direct,3,L002,600020,27.0,6,D20,Telangana,2013-10-04,Joined,ETS,Chennai,R2,South
5157,2378710,No,1,30,E1,20.72,20.72,0.0,No,No,Male,Direct,3,L002,600020,27.0,6,D20,Telangana,2013-10-23,Joined,ETS,Chennai,R2,South
5158,3046248,Yes,4,30,E1,60.0,60.0,0.0,No,No,Male,Direct,4,L002,600020,28.0,6,D20,Telangana,2013-07-19,Joined,ETS,Chennai,R2,South
5159,3311000,No,14,90,E2,10.0,55.88,45.88,Yes,No,Female,Agency,6,L002,600020,31.0,6,D20,Telangana,2014-01-02,Joined,ETS,Chennai,R2,South
5160,3321025,Yes,21,60,E1,35.92,35.92,0.0,No,No,Male,Agency,3,L002,600020,25.0,6,D20,Telangana,2014-01-11,Not Joined,ETS,Chennai,R2,South
5161,3516974,No,2,30,E1,33.33,16.67,-16.659999999999997,No,No,Male,Direct,6,L002,600020,34.0,6,D20,Telangana,2013-04-21,Joined,ETS,Chennai,R2,South
5162,2372561,No,2,60,E1,33.33,33.33,0.0,No,No,Female,Direct,3,L002,600020,27.0,6,D2,Bihar,2013-09-20,Not Joined,ETS,Chennai,R2,South
5163,2921220,Yes,50,60,E2,21.21,12.55,-8.66,No,No,Male,Direct,7,L002,600020,32.0,6,D2,Bihar,2013-07-08,Joined,ETS,Chennai,R2,South
5164,3204171,No,18,45,E1,26.67,20.0,-6.670000000000002,No,No,Male,Agency,6,L002,600020,35.0,6,D2,Bihar,2013-09-14,Not Joined,ETS,Chennai,R2,South
5165,3286818,No,15,90,E1,44.74,44.74,0.0,No,No,Female,Agency,2,L002,600020,27.0,6,D2,Bihar,2014-01-06,Joined,ETS,Chennai,R2,South
5166,3638834,No,2,30,E1,31.25,25.0,-6.25,No,Yes,Male,Employee Referral,3,L002,600020,34.0,6,D2,Bihar,2013-05-25,Joined,ETS,Chennai,R2,South
5167,3706995,No,2,45,E1,56.25,56.25,0.0,No,Yes,Male,Direct,3,L002,600020,34.0,6,D2,Bihar,2013-07-16,Joined,ETS,Chennai,R2,South
5168,2130922,Yes,53,60,E1,50.0,50.0,0.0,No,No,Female,Direct,6,L002,600020,26.0,6,D12,Kerala,2014-06-02,Not Joined,ETS,Chennai,R2,South
5169,2399747,Yes,4,30,E1,36.6,36.6,0.0,No,No,Male,Direct,3,L002,600020,28.0,6,D12,Kerala,2013-12-07,Joined,ETS,Chennai,R2,South
5170,2537985,Yes,59,30,E1,41.05,41.05,0.0,No,No,Male,Direct,5,L002,600020,29.0,6,D12,Kerala,2013-05-14,Joined,ETS,Chennai,R2,South
5171,3250332,Yes,36,30,E1,50.0,41.67,-8.329999999999998,No,Yes,Male,Employee Referral,2,L002,600020,26.0,6,D12,Kerala,2013-10-29,Joined,ETS,Chennai,R2,South
5172,3300224,No,19,30,E3,28.57,25.0,-3.5700000000000003,No,Yes,Male,Agency,9,L002,600020,31.0,6,D12,Kerala,2014-02-06,Joined,ETS,Chennai,R2,South
5173,3333587,No,15,30,E1,20.69,20.69,0.0,No,No,Male,Direct,6,L002,600020,34.0,6,D12,Kerala,2014-02-08,Joined,ETS,Chennai,R2,South
5174,3476807,Yes,13,30,E1,71.43,65.71,-5.720000000000013,No,No,Male,Direct,3,L002,600020,34.0,6,D12,Kerala,2013-02-26,Joined,ETS,Chennai,R2,South
5175,3545073,Yes,14,30,E1,27.91,27.91,0.0,No,Yes,Male,Employee Referral,4,L002,600020,34.0,6,D12,Kerala,2013-05-27,Joined,ETS,Chennai,R2,South
5176,3632502,No,2,0,E1,116.67,108.33,-8.340000000000003,No,No,Female,Employee Referral,3,L002,600020,34.0,6,D12,Kerala,2013-05-07,Joined,ETS,Chennai,R2,South
5177,2464673,No,12,30,E1,40.63,40.63,0.0,No,No,Male,Direct,3,L002,600020,29.0,6,D8,Haryana,2014-02-26,Joined,ETS,Chennai,R2,South
5178,3215172,Yes,98,60,E1,18.64,18.64,0.0,No,No,Female,Agency,6,L002,600020,33.0,6,D8,Haryana,2013-10-04,Joined,ETS,Chennai,R2,South
5179,3300284,No,10,60,E2,35.0,35.0,0.0,No,No,Male,Agency,8,L002,600020,31.0,6,D8,Haryana,2014-02-09,Not Joined,ETS,Chennai,R2,South
5180,3304046,Yes,40,30,E1,54.55,38.18,-16.369999999999997,No,No,Male,Direct,5,L002,600020,29.0,6,D8,Haryana,2014-02-26,Joined,ETS,Chennai,R2,South
5181,3418658,Yes,0,0,E1,40.0,18.0,-22.0,No,No,Male,Direct,3,L002,600020,34.0,6,D8,Haryana,2014-07-04,Joined,ETS,Chennai,R2,South
5182,3430222,Yes,6,0,E1,50.0,55.0,5.0,No,No,Female,Direct,3,L002,600020,34.0,6,D8,Haryana,2013-01-21,Joined,ETS,Chennai,R2,South
5183,2209525,No,1,30,E1,17.24,17.24,0.0,No,No,Male,Direct,3,L002,600020,27.0,6,D17,Punjab,2013-03-12,Joined,ETS,Chennai,R2,South
5184,2283933,Yes,13,30,E1,30.08,30.08,0.0,No,No,Female,Direct,5,L002,600020,29.0,6,D17,Punjab,2013-06-06,Joined,ETS,Chennai,R2,South
5185,2286282,Yes,1,0,E1,30.95,30.95,0.0,No,Yes,Male,Direct,4,L002,600020,28.0,6,D17,Punjab,2013-07-08,Joined,ETS,Chennai,R2,South
5186,2404033,Yes,0,30,E1,27.91,33.72,5.809999999999999,No,No,Male,Employee Referral,4,L002,600020,29.0,6,D17,Punjab,2013-12-13,Joined,ETS,Chennai,R2,South
5187,2420353,Yes,7,30,E2,46.67,46.67,0.0,No,No,Male,Agency,8,L002,600020,32.0,6,D17,Punjab,2013-11-07,Joined,ETS,Chennai,R2,South
5188,2460232,Yes,38,60,E2,25.0,25.0,0.0,No,No,Male,Direct,7,L002,600020,30.0,6,D17,Punjab,2014-01-27,Joined,ETS,Chennai,R2,South
5189,2485191,No,0,60,E2,39.68,39.68,0.0,No,No,Female,Direct,7,L002,600020,29.0,6,D17,Punjab,2014-02-11,Joined,ETS,Chennai,R2,South
5190,3045908,No,2,90,E2,26.32,18.42,-7.899999999999999,No,No,Male,Direct,8,L002,600020,34.0,6,D17,Punjab,2013-07-08,Not Joined,ETS,Chennai,R2,South
5191,3203986,Yes,56,60,E1,26.67,17.33,-9.340000000000003,Yes,No,Male,Agency,6,L002,600020,30.0,6,D17,Punjab,2013-09-12,Joined,ETS,Chennai,R2,South
5192,3229562,Yes,3,30,E1,40.0,46.0,6.0,No,No,Male,Agency,5,L002,600020,30.0,6,D17,Punjab,2013-11-26,Not Joined,ETS,Chennai,R2,South
5193,3245917,Yes,20,60,E1,59.31,56.86,-2.450000000000003,No,No,Male,Direct,3,L002,600020,25.0,6,D17,Punjab,2013-09-30,Joined,ETS,Chennai,R2,South
5194,3294218,Yes,3,30,E1,32.21,32.21,0.0,No,Yes,Male,Agency,5,L002,600020,28.0,6,D17,Punjab,2014-01-22,Joined,ETS,Chennai,R2,South
5195,3341882,Yes,39,60,E2,82.61,65.22,-17.39,No,Yes,Male,Employee Referral,6,L002,600020,34.0,6,D17,Punjab,2013-02-16,Joined,ETS,Chennai,R2,South
5196,3377156,Yes,63,60,E1,33.33,33.33,0.0,No,No,Female,Direct,3,L002,600020,34.0,6,D17,Punjab,2013-11-14,Not Joined,ETS,Chennai,R2,South
5197,3380228,Yes,41,90,E1,35.14,56.76,21.62,No,No,Female,Direct,2,L002,600020,34.0,6,D17,Punjab,2014-01-22,Joined,ETS,Chennai,R2,South
5198,3507356,Yes,29,30,E2,37.5,37.5,0.0,No,No,Male,Employee Referral,9,L002,600020,34.0,6,D17,Punjab,2013-04-07,Joined,ETS,Chennai,R2,South
5199,2460792,Yes,22,60,E1,15.38,10.77,-4.610000000000001,No,No,Male,Direct,3,L002,600020,26.0,6,D22,Uttar Pradesh,2014-02-04,Joined,ETS,Chennai,R2,South
5200,2474153,No,2,30,E1,30.61,23.57,-7.039999999999999,No,No,Male,Direct,3,L002,600020,25.0,6,D22,Uttar Pradesh,2014-01-06,Not Joined,ETS,Chennai,R2,South
5201,3341978,Yes,6,30,E1,30.95,30.95,0.0,No,Yes,Male,Direct,4,L002,600020,34.0,6,D22,Uttar Pradesh,2013-04-08,Joined,ETS,Chennai,R2,South
5202,3351655,Yes,4,90,E1,44.58,44.58,0.0,No,Yes,Female,Agency,3,L002,600020,34.0,6,D22,Uttar Pradesh,2013-02-20,Joined,ETS,Chennai,R2,South
5203,3530471,Yes,4,0,E1,40.0,20.0,-20.0,No,No,Male,Direct,3,L002,600020,34.0,6,D22,Uttar Pradesh,2013-05-07,Joined,ETS,Chennai,R2,South
5204,2301662,Yes,1,30,E1,76.21,76.21,0.0,No,No,Male,Direct,3,L002,600020,29.0,6,D1,Andhra Pradesh,2013-07-30,Joined,ETS,Chennai,R2,South
5205,2419923,Yes,37,30,E1,59.18,59.18,0.0,No,No,Male,Agency,4,L002,600020,35.0,6,D1,Andhra Pradesh,2013-10-25,Not Joined,ETS,Chennai,R2,South
5206,3229510,No,3,45,E1,74.93,74.93,0.0,No,No,Female,Agency,3,L002,600020,26.0,6,D1,Andhra Pradesh,2013-11-24,Joined,ETS,Chennai,R2,South
5207,3589150,Yes,11,90,E1,51.9,46.84,-5.059999999999995,Yes,No,Female,Employee Referral,3,L002,600020,34.0,6,D1,Andhra Pradesh,2013-03-20,Joined,ETS,Chennai,R2,South
5208,2201998,No,31,60,E1,57.14,48.57,-8.57,No,No,Male,Direct,3,L002,600020,28.0,4,D6,Goa,2013-02-11,Not Joined,BFSI,Chennai,R2,South
5209,2444227,No,4,90,E1,22.89,22.89,0.0,No,No,Male,Direct,3,L002,600020,26.0,4,D6,Goa,2014-01-05,Not Joined,BFSI,Chennai,R2,South
5210,2483274,No,0,30,E2,35.14,28.38,-6.760000000000002,No,No,Male,Direct,7,L002,600020,32.0,4,D6,Goa,2014-01-28,Joined,BFSI,Chennai,R2,South
5211,2483309,No,89,30,E1,20.0,20.0,0.0,No,No,Male,Direct,3,L002,600020,29.0,4,D6,Goa,2014-01-29,Not Joined,BFSI,Chennai,R2,South
